Title,Abstract,StoreId,AccessionNumber,ArticleType,AuthorAffiliation,Authors,companies,copyright,documentType,entryDate,issn,issue,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,volume,DocumentURL,classification,classificationCodes,documentFeatures,identifierKeywords,majorClassificationCodes,notes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
Clipper Oil Co.: Petrobras Beefs up Singapore Presence,"Clipper Oil Co.: Rotterdam and Hamburg discuss issuing identical green shipping regulations In a revolutionary move to clean up the industry two of Europe's largest port cities could start issuing identical green shipping regulations so as not to harm economic competition, and they are seeking other European ports to sign up to the new initiative. Clipper Oil Co.: Navios Acquisition refinances 10 product tankers via sale and leaseback arrangements Angeliki Frangou's Navios Acquisition has revealed a series of sale and leaseback transactions in its latest set of quarterly results. Clipper Oil Co.: The Captain's Table organisers pick through 42 nominations to select startup finalists The application deadline for The Captain's Table closed in early August with organisers of the Hong Kong-based maritime startup competition now combing through a raft of bids. Clipper Oil Co.: Seacor takes full control of tanker joint venture Seacor Holdings has become the sole owner of SEA-Vista after one of its subsidiaries acquired the 49% interest that had been owned by Avista Capital Partners.",2341741696,,Wire Feeds,,, Clipper Oil Co," Copyright News Bites Pty Ltd Sep 5, 2019", News," Sep 5, 2019",,, English, English,, Melbourne,"Sep 5, 2019",News Bites - Private Companies,2019,,https://www.proquest.com/wire-feeds/clipper-oil-co-petrobras-beefs-up-singapore/docview/2341741696/se-2?accountid=27026," 48831 Port and Harbor Operations , 33661 Ship and Boat Building , 32512 Industrial Gas Manufacturing"," 48831 Port and Harbor Operations , 33661 Ship and Boat Building , 32512 Industrial Gas Manufacturing",," Company Activities , Company Summary , BUSINESS NEWS ROUND UP , TOP MANAGEMENT"," 48831 Port and Harbor Operations , 33661 Ship and Boat Building , 32512 Industrial Gas Manufacturing",,," 48831 Port and Harbor Operations , 33661 Ship and Boat Building , 32512 Industrial Gas Manufacturing"," Energy , Leasebacks , Startups , Ships , Shipbuilding , Websites , Liquefied natural gas , Ports , Joint ventures , Alliances , United States--US"," Company Activities , Company Summary , BUSINESS NEWS ROUND UP , TOP MANAGEMENT","http://sfx.tudelft.nl:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Apq1busgeneral&amp;atitle=Clipper+Oil+Co.%3A+Petrobras+Beefs+up+Singapore+Presence&amp;title=News+Bites+-+Private+Companies&amp;issn=&amp;date=2019-09-05&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=News+Bites+-+Private+Companies&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/, http://tudelft.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=News+Bites+-+Private+Companies&amp;spage=&amp;date=2019-09-05&amp;atitle=Clipper+Oil+Co.%3A+Petrobras+Beefs+up+Singapore+Presence&amp;au=&amp;id=doi:",ProQuest One Business
Clipper Oil Co.: Sinanju Launches Singapore's First LNG Powered Bunker Tanker,"Clipper Oil Co.: Southern California Boat Fire: Divers Search for Missing as Investigation Kicks Off Divers searched for more bodies early on Tuesday around the wreck of a boat destroyed by a blaze off the coast of southern California, as authorities launched an investigation into one of the area's worst maritime disasters. Clipper Oil Co.: Rotterdam and Hamburg discuss issuing identical green shipping regulations In a revolutionary move to clean up the industry two of Europe's largest port cities could start issuing identical green shipping regulations so as not to harm economic competition, and they are seeking other European ports to sign up to the new initiative. Clipper Oil Co.: The Captain's Table organisers pick through 42 nominations to select startup finalists The application deadline for The Captain's Table closed in early August with organisers of the Hong Kong-based maritime startup competition now combing through a raft of bids. Clipper Oil Co.: Seacor takes full control of tanker joint venture Seacor Holdings has become the sole owner of SEA-Vista after one of its subsidiaries acquired the 49% interest that had been owned by Avista Capital Partners.",2341736240,,Wire Feeds,,, Clipper Oil Co," Copyright News Bites Pty Ltd Sep 5, 2019", News," Sep 5, 2019",,, English, English,, Melbourne,"Sep 5, 2019",News Bites - Private Companies,2019,,https://www.proquest.com/wire-feeds/clipper-oil-co-sinanju-launches-singapores-first/docview/2341736240/se-2?accountid=27026," 48831 Port and Harbor Operations , 33661 Ship and Boat Building , 32512 Industrial Gas Manufacturing"," 48831 Port and Harbor Operations , 33661 Ship and Boat Building , 32512 Industrial Gas Manufacturing",," Company Activities , Company Summary , BUSINESS NEWS ROUND UP , TOP MANAGEMENT"," 48831 Port and Harbor Operations , 33661 Ship and Boat Building , 32512 Industrial Gas Manufacturing",,," 48831 Port and Harbor Operations , 33661 Ship and Boat Building , 32512 Industrial Gas Manufacturing"," Energy , Leasebacks , Startups , Ships , Shipbuilding , Websites , Liquefied natural gas , Ports , Joint ventures , Alliances , United States--US"," Company Activities , Company Summary , BUSINESS NEWS ROUND UP , TOP MANAGEMENT","http://sfx.tudelft.nl:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Apq1busgeneral&amp;atitle=Clipper+Oil+Co.%3A+Sinanju+Launches+Singapore%27s+First+LNG+Powered+Bunker+Tanker&amp;title=News+Bites+-+Private+Companies&amp;issn=&amp;date=2019-09-05&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=News+Bites+-+Private+Companies&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/, http://tudelft.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=News+Bites+-+Private+Companies&amp;spage=&amp;date=2019-09-05&amp;atitle=Clipper+Oil+Co.%3A+Sinanju+Launches+Singapore%27s+First+LNG+Powered+Bunker+Tanker&amp;au=&amp;id=doi:",ProQuest One Business
Smart shipping – a catalyst to emerging blue economy,,2287070624,,Trade Journals,,Urooj Aijaz, International Bank for Reconstruction & Development--World Bank, (c)2019 Pakistan And Gulf Economist, News, Sep 2019,0253-1941,35, English, English,, Karachi,Sep 2019,Pakistan & Gulf Economist,2019,38,https://www.proquest.com/trade-journals/smart-shipping-catalyst-emerging-blue-economy/docview/2287070624/se-2?accountid=27026," 48831 Port and Harbor Operations , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation"," 48831 Port and Harbor Operations , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation",,," 48831 Port and Harbor Operations , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation",,," 48831 Port and Harbor Operations , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation"," Infrastructure , Maritime industry , Sustainable development , Economic growth , Shipping industry , Maritime policy , Ports , China , Pakistan , Netherlands , Singapore",,"http://sfx.tudelft.nl:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Apq1busgeneral&amp;atitle=Smart+shipping+%26ndash%3B+a+catalyst+to+emerging+blue+economy&amp;title=Pakistan+%26+Gulf+Economist&amp;issn=02531941&amp;date=2019-09-01&amp;volume=38&amp;issue=35&amp;spage=&amp;au=Urooj+Aijaz&amp;isbn=&amp;jtitle=Pakistan+%26+Gulf+Economist&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/, http://tudelft.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=02531941&amp;volume=38&amp;issue=35&amp;title=Pakistan+%26+Gulf+Economist&amp;spage=&amp;date=2019-09-01&amp;atitle=Smart+shipping+%E2%80%93+a+catalyst+to+emerging+blue+economy&amp;au=Urooj+Aijaz&amp;id=doi:",ProQuest One Business
Blue and Brown Water Ports GO GREEN,"According to an independent study, reductions in ship emissions of greenhouse gases (GHG) of up to 21% can be achieved using LNG as a marine fuel, compared with conventional oil-based fuels over the entire life-cycle from Well-to-Wake. Last year, :he Por: of Baltimore hosted the first North American GreenPort Congress conference that brought maritime professionals from around the world together to discuss environmental .nitiatives and developments. ??? port has alse been recognized for its nationally renowned dredged material management program, where sediment from shipping channels leading to the Port of Baltimore is reused to restore wetlands and eroding islands. Green Marine is a voluntary initiative to improve environmental performance beyond regulatory compliance in key areas, such as aquatic invasive species, GHG and air pollutants, spill prevention, dry bulk handling and storage, community impact, environmental leadership, storm water and waste management, and underwater noise.",2282774092,,Trade Journals,,"Ervin, Heather"," Port of Baltimore , Port of New Orleans , Port of Rotterdam-Netherlands , Port Canaveral , Port of Oakland , Port Authority-Virginia , Congress , Ports of Indiana , Port of Los Angeles", Copyright Simmons-Boardman Publishing Corporation Aug 2019, Feature, Aug 2019,0897-0491,8, English, English, 31-32, New York,Aug 2019,Marine Log,2019,124,https://www.proquest.com/trade-journals/blue-brown-water-ports-go-green/docview/2282774092/se-2?accountid=27026," 48831 Port and Harbor Operations , 33361 Engine, Turbine, and Power Transmission Equipment Manufacturing , 48321 Inland Water Transportation , 32512 Industrial Gas Manufacturing , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation"," 48831 Port and Harbor Operations , 33361 Engine, Turbine, and Power Transmission Equipment Manufacturing , 48321 Inland Water Transportation , 32512 Industrial Gas Manufacturing , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation",,," 48831 Port and Harbor Operations , 33361 Engine, Turbine, and Power Transmission Equipment Manufacturing , 48321 Inland Water Transportation , 32512 Industrial Gas Manufacturing , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation",, 31," 48831 Port and Harbor Operations , 33361 Engine, Turbine, and Power Transmission Equipment Manufacturing , 48321 Inland Water Transportation , 32512 Industrial Gas Manufacturing , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation"," Shipping , Invasive species , Leadership , Initiatives , Air pollution , Air pollution , Engines , Greenhouse gases , Industrial plant emissions , Certification , Shipping , Greenhouse effect , Soil management , Greenhouse effect , Underwater noise , Liquefied natural gas , Ships , Diesel engines , Pollutants , Dredged materials , Stormwater , Pollutants , Environmental regulations , Storage , Pollutants , Emissions , Greenhouse effect , Environmental impact , Invasive species , Power plants , Storms , Stormwater , Ships , Noise control , Pollutants , Environmental management , Handling , Waste management , Regulatory compliance , Waste management , Gases , Greenhouse gases , Underwater , Cranes & hoists , Maritime industry , Liquefied natural gas , Ports , Louisiana , United Kingdom--UK , Maryland , Florida , Baltimore Maryland , United States--US , Bentley, Helen Delich , Indiana , Virginia , Singapore",,"http://sfx.tudelft.nl:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Apq1busgeneral&amp;atitle=Blue+and+Brown+Water+Ports+GO+GREEN&amp;title=Marine+Log&amp;issn=08970491&amp;date=2019-08-01&amp;volume=124&amp;issue=8&amp;spage=31&amp;au=Ervin%2C+Heather&amp;isbn=&amp;jtitle=Marine+Log&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/, http://tudelft.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=08970491&amp;volume=124&amp;issue=8&amp;title=Marine+Log&amp;spage=31&amp;date=2019-08-01&amp;atitle=Blue+and+Brown+Water+Ports+GO+GREEN&amp;au=Ervin%2C+Heather&amp;id=doi:",ProQuest One Business
"SINOPEC announces goal of 10 million ton low-sulfur marine fuel oil production capability by 2020: Protecting the environment better, dedicated to greener shipping",,2234975725,,Wire Feeds,,,, Copyright © 2019 PR Newswire Association LLC. All Rights Reserved., News," Jun 5, 2019",,, English, English,, New York,"Jun 5, 2019",PR Newswire Asia,2019,,https://www.proquest.com/wire-feeds/sinopec-announces-goal-10-million-ton-low-sulfur/docview/2234975725/se-2?accountid=27026, 48831 Port and Harbor Operations, 48831 Port and Harbor Operations,,, 48831 Port and Harbor Operations,,, 48831 Port and Harbor Operations," Petroleum refineries , Sulfur , Air pollution , Research & development--R&D , Emissions , Carbon , Shipping industry , Supply chains , Ports , China , Singapore",,"http://sfx.tudelft.nl:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Apq1busgeneral&amp;atitle=SINOPEC+announces+goal+of+10+million+ton+low-sulfur+marine+fuel+oil+production+capability+by+2020%3A+Protecting+the+environment+better%2C+dedicated+to+greener+shipping&amp;title=PR+Newswire+Asia&amp;issn=&amp;date=2019-06-05&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=PR+Newswire+Asia&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/, http://tudelft.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=PR+Newswire+Asia&amp;spage=&amp;date=2019-06-05&amp;atitle=SINOPEC+announces+goal+of+10+million+ton+low-sulfur+marine+fuel+oil+production+capability+by+2020&amp;au=&amp;id=doi:",ProQuest One Business
"SINOPEC announces goal of 10 million ton low-sulfur marine fuel oil production capability by 2020: &lt;span id=""spanHghlt0679""&gt;Protecting&lt;span id=""spanHghlt4bf6""&gt;the environment better, &lt;span id=""spanHghlt859b""&gt;dedicated to greener shipping",,2234943662,,Wire Feeds,,,," Copyright PR Newswire Association LLC Jun 5, 2019", News," Jun 5, 2019",,, English, English,, New York,"Jun 5, 2019",PR Newswire,2019,,https://www.proquest.com/wire-feeds/sinopec-announces-goal-10-million-ton-low-sulfur/docview/2234943662/se-2?accountid=27026, 48831 Port and Harbor Operations, 48831 Port and Harbor Operations,,, 48831 Port and Harbor Operations,,, 48831 Port and Harbor Operations," Petroleum refineries , Sulfur , Air pollution , Research & development--R&D , Emissions , Carbon , Shipping industry , Supply chains , Ports , China , Singapore",,"http://sfx.tudelft.nl:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Apq1busgeneral&amp;atitle=SINOPEC+announces+goal+of+10+million+ton+low-sulfur+marine+fuel+oil+production+capability+by+2020%3A+Protectingthe+environment+better%2C+dedicated+to+greener+shipping&amp;title=PR+Newswire&amp;issn=&amp;date=2019-06-05&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=PR+Newswire&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/, http://tudelft.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=PR+Newswire&amp;spage=&amp;date=2019-06-05&amp;atitle=SINOPEC+announces+goal+of+10+million+ton+low-sulfur+marine+fuel+oil+production+capability+by+2020&amp;au=&amp;id=doi:",ProQuest One Business
Singapore: WMU and MPA Singapore sign Enhanced MoU at WMU's Empowering Women in the Maritime Community Conference,,2206437826,,Newspapers,,," United Nations--UN , International Maritime Organization"," Copyright Thai News Service Group Apr 11, 2019", News," Apr 11, 2019",,, English, English,, Bangkok,"Apr 11, 2019",Asia News Monitor,2019,,https://www.proquest.com/newspapers/singapore-wmu-mpa-sign-enhanced-mou-at-wmus/docview/2206437826/se-2?accountid=27026," 48831 Port and Harbor Operations , 54111 Offices of Lawyers , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation"," 48831 Port and Harbor Operations , 54111 Offices of Lawyers , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation",,," 48831 Port and Harbor Operations , 54111 Offices of Lawyers , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation",, n/a," 48831 Port and Harbor Operations , 54111 Offices of Lawyers , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation"," Students , Collaboration , Attorneys , Cooperation , Empowerment , Education , Maritime industry , Sustainable development , Leadership , Shipping industry , Ports , Sweden , Singapore",,"http://sfx.tudelft.nl:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Apq1busgeneral&amp;atitle=Singapore%3A+WMU+and+MPA+Singapore+sign+Enhanced+MoU+at+WMU%27s+Empowering+Women+in+the+Maritime+Community+Conference&amp;title=Asia+News+Monitor&amp;issn=&amp;date=2019-04-11&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Asia+News+Monitor&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/, http://tudelft.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Asia+News+Monitor&amp;spage=&amp;date=2019-04-11&amp;atitle=Singapore%3A+WMU+and+MPA+Singapore+sign+Enhanced+MoU+at+WMU%27s+Empowering+Women+in+the+Maritime+Community+Conference&amp;au=&amp;id=doi:",ProQuest One Business
HK Bourse: Results Announcement From China Cosco Holdings Co. Ltd. -10-,,2200507815,,Wire Feeds,,," International Maritime Organization , International Monetary Fund--IMF"," Copyright Dow Jones & Company Inc Mar 31, 2019", News," Mar 31, 2019",,, English, English,, New York,"Mar 31, 2019",Dow Jones Institutional News,2019,,https://www.proquest.com/wire-feeds/hk-bourse-results-announcement-china-cosco/docview/2200507815/se-2?accountid=27026," 48899 Other Support Activities for Transportation , 48831 Port and Harbor Operations , 92812 International Affairs , 52321 Securities and Commodity Exchanges"," 48899 Other Support Activities for Transportation , 48831 Port and Harbor Operations , 92812 International Affairs , 52321 Securities and Commodity Exchanges",,," 48899 Other Support Activities for Transportation , 48831 Port and Harbor Operations , 92812 International Affairs , 52321 Securities and Commodity Exchanges",,," 48899 Other Support Activities for Transportation , 48831 Port and Harbor Operations , 92812 International Affairs , 52321 Securities and Commodity Exchanges"," Sulfur , Cooperation , Awards & honors , Philosophy , Global economy , Brand image , Economic growth , Globalization , Social responsibility , Stock exchanges , Sustainable development , Emerging markets , Blockchain , Transportation services , Shipping industry , Ports , Middle East , Peru , Abu Dhabi United Arab Emirates , Ecuador , Southeast Asia , Greece , West Africa , Singapore , South America , China , United Arab Emirates",,"http://sfx.tudelft.nl:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Apq1busgeneral&amp;atitle=HK+Bourse%3A+Results+Announcement+From+China+Cosco+Holdings+Co.+Ltd.+-10-&amp;title=Dow+Jones+Institutional+News&amp;issn=&amp;date=2019-03-31&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Dow+Jones+Institutional+News&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/, http://tudelft.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Dow+Jones+Institutional+News&amp;spage=&amp;date=2019-03-31&amp;atitle=HK+Bourse%3A+Results+Announcement+From+China+Cosco+Holdings+Co.+Ltd.+-10-&amp;au=&amp;id=doi:",ProQuest One Business
HK Bourse: Results Announcement From China Cosco Holdings Co. Ltd. -10-,,2199661231,,Wire Feeds,,," International Maritime Organization , International Monetary Fund--IMF"," Copyright Dow Jones & Company Inc Mar 29, 2019", News," Mar 29, 2019",,, English, English,, New York,"Mar 29, 2019",Dow Jones Institutional News,2019,,https://www.proquest.com/wire-feeds/hk-bourse-results-announcement-china-cosco/docview/2199661231/se-2?accountid=27026," 48899 Other Support Activities for Transportation , 48831 Port and Harbor Operations , 92812 International Affairs , 52321 Securities and Commodity Exchanges"," 48899 Other Support Activities for Transportation , 48831 Port and Harbor Operations , 92812 International Affairs , 52321 Securities and Commodity Exchanges",,," 48899 Other Support Activities for Transportation , 48831 Port and Harbor Operations , 92812 International Affairs , 52321 Securities and Commodity Exchanges",,," 48899 Other Support Activities for Transportation , 48831 Port and Harbor Operations , 92812 International Affairs , 52321 Securities and Commodity Exchanges"," Sulfur , Cooperation , Awards & honors , Philosophy , Global economy , Brand image , Economic growth , Globalization , Social responsibility , Stock exchanges , Sustainable development , Emerging markets , Blockchain , Transportation services , Shipping industry , Ports , Middle East , Peru , Abu Dhabi United Arab Emirates , Ecuador , Southeast Asia , Greece , West Africa , Singapore , South America , China , United Arab Emirates",,"http://sfx.tudelft.nl:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Apq1busgeneral&amp;atitle=HK+Bourse%3A+Results+Announcement+From+China+Cosco+Holdings+Co.+Ltd.+-10-&amp;title=Dow+Jones+Institutional+News&amp;issn=&amp;date=2019-03-29&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Dow+Jones+Institutional+News&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/, http://tudelft.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Dow+Jones+Institutional+News&amp;spage=&amp;date=2019-03-29&amp;atitle=HK+Bourse%3A+Results+Announcement+From+China+Cosco+Holdings+Co.+Ltd.+-10-&amp;au=&amp;id=doi:",ProQuest One Business
Singapore: Singapore's 2018 Maritime Performance - Sustained overall growth; container throughput grew by 8.7 per cent,,2167329982,,Newspapers,,, Port of Singapore," Copyright Thai News Service Group Jan 17, 2019", News," Jan 17, 2019",,, English, English,, Bangkok,"Jan 17, 2019",Asia News Monitor,2019,,https://www.proquest.com/newspapers/singapore-singapores-2018-maritime-performance/docview/2167329982/se-2?accountid=27026," 54111 Offices of Lawyers , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation , 48831 Port and Harbor Operations , 48321 Inland Water Transportation"," 54111 Offices of Lawyers , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation , 48831 Port and Harbor Operations , 48321 Inland Water Transportation",,," 54111 Offices of Lawyers , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation , 48831 Port and Harbor Operations , 48321 Inland Water Transportation",, n/a," 54111 Offices of Lawyers , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation , 48831 Port and Harbor Operations , 48321 Inland Water Transportation"," Attorneys , Maritime industry , Containerization , Ports , Singapore",,"http://sfx.tudelft.nl:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Apq1busgeneral&amp;atitle=Singapore%3A+Singapore%27s+2018+Maritime+Performance+-+Sustained+overall+growth%3B+container+throughput+grew+by+8.7+per+cent&amp;title=Asia+News+Monitor&amp;issn=&amp;date=2019-01-17&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Asia+News+Monitor&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/, http://tudelft.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Asia+News+Monitor&amp;spage=&amp;date=2019-01-17&amp;atitle=Singapore%3A+Singapore%27s+2018+Maritime+Performance+-+Sustained+overall+growth%3B+container+throughput+grew+by+8.7+per+cent&amp;au=&amp;id=doi:",ProQuest One Business
"Singapore: Speech By Dr Amy Khor, Mayor Of South West District, At Statement By Senior Minister Of State For The Environment And Water Resources Of The Republic Of Singapore Dr Amy Khor At The Sixth Ministerial Forum Of The East Asian Seas Congress 2018, 28 November 2018, Iloilo City, The Philippines , 29 Nov 2018, 02.30 Pm At Iloilo City, The Philippines",,2139203000,,Newspapers,,," United Nations--UN , Congress , International Maritime Organization"," Copyright Thai News Service Group Nov 30, 2018", Speech/Lecture," Nov 30, 2018",,, English, English,, Bangkok,"Nov 30, 2018",Asia News Monitor,2018,,https://www.proquest.com/newspapers/singapore-speech-dr-amy-khor-mayor-south-west/docview/2139203000/se-2?accountid=27026,,,,,,, n/a,," Water quality , Grasses , Natural resources , Coastal zone management , Marine pollution , Environmental impact , Coasts , Coral reefs , Marine conservation , Biodiversity , Sustainable development , Ports , Philippines , Singapore , East Asia , Asia",,"http://sfx.tudelft.nl:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Apq1busgeneral&amp;atitle=Singapore%3A+Speech+By+Dr+Amy+Khor%2C+Mayor+Of+South+West+District%2C+At+Statement+By+Senior+Minister+Of+State+For+The+Environment+And+Water+Resources+Of+The+Republic+Of+Singapore+Dr+Amy+Khor+At+The+Sixth+Ministerial+Forum+Of+The+East+Asian+Seas+Congress+2018%2C+28+November+2018%2C+Iloilo+City%2C+The+Philippines+%2C+29+Nov+2018%2C+02.30+Pm+At+Iloilo+City%2C+The+Philippines&amp;title=Asia+News+Monitor&amp;issn=&amp;date=2018-11-30&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Asia+News+Monitor&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/, http://tudelft.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Asia+News+Monitor&amp;spage=&amp;date=2018-11-30&amp;atitle=Singapore%3A+Speech+By+Dr+Amy+Khor%2C+Mayor+Of+South+West+District%2C+At+Statement+By+Senior+Minister+Of+State+For+The+Environment+And+Water+Resources+Of+The+Republic+Of+Singapore+Dr+Amy+Khor+At+The+Sixth+Ministerial+Forum+Of+The+East+Asian+Seas+Congress+2018%2C+28+November+2018%2C+Iloilo+City%2C+The+Philippines+%2C+29+Nov+2018%2C+02.30+Pm+At+Iloilo+City%2C+The+Philippines&amp;au=&amp;id=doi:",ProQuest One Business
Singapore: Singapore Hosts 10th APEC Port Services Network (APSN) Port Connectivity Forum,,2134938367,,Newspapers,,, Asia-Pacific Economic Cooperation," Copyright Thai News Service Group Nov 19, 2018", News," Nov 19, 2018",,, English, English,, Bangkok,"Nov 19, 2018",Asia News Monitor,2018,,https://www.proquest.com/newspapers/singapore-hosts-10th-apec-port-services-network/docview/2134938367/se-2?accountid=27026," 54111 Offices of Lawyers , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation"," 54111 Offices of Lawyers , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation",,," 54111 Offices of Lawyers , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation",, n/a," 54111 Offices of Lawyers , 48311 Deep Sea, Coastal, and Great Lakes Water Transportation"," Connectivity , Collaboration , Councils , Attorneys , Maritime industry , Sustainable development , China , Beijing China , Asia , Asia-Pacific region , Singapore",,"http://sfx.tudelft.nl:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Apq1busgeneral&amp;atitle=Singapore%3A+Singapore+Hosts+10th+APEC+Port+Services+Network+%28APSN%29+Port+Connectivity+Forum&amp;title=Asia+News+Monitor&amp;issn=&amp;date=2018-11-19&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Asia+News+Monitor&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/, http://tudelft.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Asia+News+Monitor&amp;spage=&amp;date=2018-11-19&amp;atitle=Singapore%3A+Singapore+Hosts+10th+APEC+Port+Services+Network+%28APSN%29+Port+Connectivity+Forum&amp;au=&amp;id=doi:",ProQuest One Business
